state,action,reward
[ 0.04  0.18  0.05 -0.2 ],1.0,8.165510013036679
[ 0.05  0.38  0.05 -0.48],0.0,7.961677792262976
[ 0.06  0.18  0.04 -0.17],1.0,7.7351975469588625
[ 0.06  0.38  0.03 -0.45],0.0,7.4835528299542915
[ 0.07  0.18  0.02 -0.15],1.0,7.203947588838101
[ 0.07  0.38  0.02 -0.44],1.0,6.893275098709001
[ 0.08  0.57  0.01 -0.72],1.0,6.548083443010001
[ 0.09  0.77 -0.   -1.01],1.0,6.164537158900001
[ 0.1   0.96 -0.02 -1.3 ],0.0,5.738374621000001
[ 0.12  0.77 -0.05 -1.02],1.0,5.264860690000001
[ 0.14  0.96 -0.07 -1.33],0.0,4.7387341
[ 0.16  0.77 -0.1  -1.06],0.0,4.154149
[ 0.17  0.57 -0.12 -0.79],1.0,3.50461
[ 0.19  0.77 -0.13 -1.12],0.0,2.7829
[ 0.2   0.58 -0.15 -0.87],0.0,1.981
[ 0.21  0.38 -0.17 -0.63],1.0,1.09
[ 0.22  0.58 -0.18 -0.97],1.0,0.09999999999999998
[ 0.23  0.78 -0.2  -1.32],1.0,-1.0
